_segment_id,accident_id,action,actor,event_polarity,evidence_text,object,outcome,phase
8,223,took,supervisor,NEUTRAL,"At 2000, he took a 30 minute nap and then handled some medical issues with one of his children.",nap,30 minute nap at 2000,March 19
9,223,reported,supervisor,NEUTRAL,"The supervisor reported no previous history of unexplained loss of consciousness, seizures, or sleep disorders.","no previous history of unexplained loss of consciousness, seizures, or sleep disorders",medical history documented,pre-incident
9,223,told,supervisor's wife,NEUTRAL,"His wife had told him that he sleeps heavily and snores, but that he did not appear to experience interruptions in breathing.","him that he sleeps heavily and snores, but did not appear to experience interruptions in breathing",sleep behavior described,pre-incident
9,223,reported,supervisor,NEGATIVE,"He said he occasionally had difficulty falling asleep, but he believed that was the result of changing shift patterns, saying it ""...sometimes takes a couple of days to get oriented.""",occasional difficulty falling asleep due to changing shift patterns,sleep difficulty attributed to schedule changes,pre-incident
9,223,wore,supervisor,NEUTRAL,"His medical certificate requires him to wear corrective lenses while performing ATC duties, and he wore glasses on the midnight shift instead of his usual contact lenses.",glasses on the midnight shift instead of his usual contact lenses,corrective lenses used as required,pre-incident
9,223,reported,supervisor,NEUTRAL,He reported no hearing disorders.,no hearing disorders,hearing status documented,pre-incident
9,223,accommodated,supervisor,NEUTRAL,The supervisor stated that he accommodated shift changes by forcing himself to stay within the sleep hours that work for that shift.,shift changes by forcing himself to stay within the sleep hours that work for that shift,sleep schedule adjusted,pre-incident
9,223,maintained,supervisor,POSITIVE,He maintained alertness on midnight shifts with physical activity.,alertness on midnight shifts with physical activity,alertness sustained,pre-incident
9,223,did not drink,supervisor,NEUTRAL,He did not drink coffee on those shifts because it doesn't agree with him on an empty stomach.,coffee on midnight shifts,caffeine avoided due to stomach sensitivity,pre-incident
9,223,snacked,supervisor,NEUTRAL,He occasionally snacks during the night.,occasionally during the night,food consumed during shift,pre-incident
10,223,included guidance,United Airlines,NEUTRAL,"Both companies also included guidance in company manuals for conducting operations into airports without an operating control tower. The manuals included guidance on obtaining airport weather conditions, traffic advisories, and the status of airport facilities and services.",in company manuals for conducting operations into airports without an operating control tower,"guidance on obtaining airport weather conditions, traffic advisories, and the status of airport facilities and services was provided",pre-incident
10,223,included guidance,American Airlines,NEUTRAL,"Both companies also included guidance in company manuals for conducting operations into airports without an operating control tower. The manuals included guidance on obtaining airport weather conditions, traffic advisories, and the status of airport facilities and services.",in company manuals for conducting operations into airports without an operating control tower,"guidance on obtaining airport weather conditions, traffic advisories, and the status of airport facilities and services was provided",pre-incident
10,223,stated,United Airlines Flight Operations Manual,NEUTRAL,"""Airfield status must be checked prior to initiating the approach; possible sources include FSS, UNICOM, arriving and departing airplanes, and local Station Operations.""",that airfield status must be checked prior to initiating the approach,"specified possible sources including FSS, UNICOM, arriving and departing airplanes, and local Station Operations",pre-incident
10,223,issued,Federal Aviation Administration,NEUTRAL,"American Airlines and United Airlines were issued Operations Specifications C080 by the Federal Aviation Administration. Operations Specifications paragraph C080 stated in part: a. The certificate holder is authorized to conduct scheduled passenger terminal area IFR operations in Class G airspace or at airports without an operating control tower, provided that the certificate holder determines that: (1) The airport is served by an authorized instrument approach procedure. (2) The airport has an approved source of weather. (3) The airport has a suitable means for the pilot-in-command to acquire air traffic advisories and the status of airport services and facilities. (4) The facilities and services necessary to safely conduct IFR operations are available and operational at the time of the particular operation.",Operations Specifications C080 to American Airlines and United Airlines,authorized scheduled passenger terminal area IFR operations in Class G airspace or at airports without an operating control tower under specific conditions,pre-incident
10,223,included,Operations Specifications C080,NEUTRAL,"The Operations Specifications paragraph C080 issued to each company included a list of airports, and the required facilities and services, at which they were authorized to conduct scheduled passenger terminal area IFR operations without an operating control tower. DCA was not included on the list for either company.","a list of airports, and the required facilities and services, at which they were authorized to conduct scheduled passenger terminal area IFR operations without an operating control tower",DCA was not included on the list for either company,pre-incident
1,224,encountered turbulence,"Embraer EMB-145LR, N931AE",NEGATIVE,the airplane encountered convectively induced turbulence associated with a developing thunderstorm under the flight path while climbing through flight level (FL) 320.,convectively induced turbulence associated with a developing thunderstorm,airplane upset during climb,climb
1,224,lost footing,flight attendant,NEGATIVE,The flight attendant lost her footing and hit her head on the service galley door.,service galley door,hit her head on the service galley door,climb
1,224,fell,flight attendant,NEGATIVE,While trying to find something to grab the flight attendant fell again and injured her wrist and knee.,cabin floor,injured wrist and knee,climb
1,224,contacted,flight attendant,NEUTRAL,"She contacted the flight crew, informed them of what had happened, and stated to the crew that she would be unable to complete her duties.",flight crew,informed them of injury and inability to complete duties,climb
1,224,elected to divert,flight crew,NEUTRAL,The flight crew elected to divert to MCI so the flight attendant could seek immediate medical attention.,flight to Kansas City International Airport (MCI),diversion initiated for medical attention,climb
1,224,recorded,airplane’s flight data recorder,NEUTRAL,The data showed the vertical acceleration ranged from 1.54g to 0.60g in a 1-second period and that the airplane was climbing through FL 299.,vertical acceleration and altitude,data showed vertical acceleration ranged from 1.54g to 0.60g in a 1-second period while climbing through FL 299,climb
1,224,indicated,dispatch records,NEUTRAL,"Review of the flight's dispatch records indicated scattered to broken areas of thunderstorms extending from eastern Oklahoma to western Arkansas with tops to 42,000 feet above sea level and it advised of possible convection over eastern Oklahoma.",scattered to broken areas of thunderstorms,advised of possible convection over eastern Oklahoma,pre-flight
1,224,did not include,dispatch paperwork,NEGATIVE,"The dispatch paperwork did not include the latest convective significant meteorological information (SIGMET) 22C for an area of severe thunderstorms, which existed in the immediate vicinity of the upset location.",latest convective significant meteorological information (SIGMET) 22C,omission of SIGMET for severe thunderstorms in vicinity of upset location,pre-flight
